Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,busca
An investigation into the correlation of vitamin D status and management outcomes in patients with severe COVID-19 at a South African tertiary hospital,"Jalavu, Thumeka P.; Sigwadhi, Lovemore N.; Kotze, Maritha J.; Yalew, Anteneh; Ngah, Vera; Tamuzi, Jacques L.; Chapanduka, Zivanai C.; Allwood, Brian W.; Koegelenberg, Coenraad F.; Irusen, Elvis M.; Lalla, Usha; Matsha, Tandi E.; Erasmus, Rajiv T.; Zumla, Alimmudin; Zemlin, Annalise E.; Nyasulu, Peter S.",,,,IJID REGIONS,SEP 2023,2023,8.0,,,,,121,128,,10.1016/j.ijregi.2023.05.007,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"The Variability of Vitamin D Concentrations in Short Children with Short Stature from Central Poland-The Effects of Insolation, Supplementation, and COVID-19 Pandemic Isolation","Smyczynska, Joanna; Pawelak, Natalia; Hilczer, Maciej; Lupinska, Anna; Lewinski, Andrzej; Stawerska, Renata",,,,NUTRIENTS,AUG 2023,2023,15.0,16.0,,,,,,3629,10.3390/nu15163629,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VITAMIN D STATUS IN COVID-19 PATIENTS ADMITTED TO THE CRITICAL CARE UNIT OF AN EASTERN INDIA HOSPITAL,"Saha, Avijit; Ghosh, Sangeeta; Ghosh, Sandip; Vashistha, Sanjay; Aich, Shritama; Sur, Tapas Kumar",,,,EXPLORATORY ANIMAL AND MEDICAL RESEARCH,JUN 2023,2023,13.0,1.0,,,,16,21,,10.52635/eamr/13.1.16-21,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A Retrospective Chart Review Evaluating Changes in 25-Hydroxyvitamin D Levels among Patients Attending the University Healthcare Centre during the COVID-19 Pandemic,"Benameur, Tarek; Kaliyadan, Feroze; Saidi, Neji; Porro, Chiara",,,,NUTRIENTS,MAY 17 2023,2023,15.0,10.0,,,,,,2345,10.3390/nu15102345,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vitamin D deficiency in Ukraine: current evidence,"Grygorieva, N. V.; Solonenko, T. Yu.; Musiienko, A. S.; Bystrytska, M. A.",,,,BMC NUTRITION,MAR 14 2023,2023,9.0,1.0,,,,,,49,10.1186/s40795-023-00706-z,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"KNOWLEDGE, ATTITUDES, AND PRACTICES ASSOCIATED WITH VITAMIN D MISUSE AMONG GENERAL POPULATION DURING COVID-19 (NORTHERN KSA)","El-Mawgod, Mohamed Mousa Abd; Agarwal, Anshoo; Almesned, Bishri Fawzan; Alruwaili, Mooj Mohammed; Alshammari, Shuruq Mohsen Abdullah; Almatrafi, Rehab Madallah Sulaiman",,,,PHARMACOPHORE,2023,2023,14.0,4.0,,,,6,13,,10.51847/CmNEJaqTlR,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Relationship Between Vitamin D Levels and Severity in Illness in COVID-19 Patients: A Cross-Sectional Study,"Nimavat, Nirav; Singh, Shruti; Patel, Divyang; Singh, Pratibha; Hasan, Mohammad Mehedi; Mandala, Gowthamm; Bhangu, Ranvir; Priya, Aakanksha",,,,CUREUS JOURNAL OF MEDICAL SCIENCE,MAR 14 2022,2022,14.0,3.0,,,,,,e23146,10.7759/cureus.23146,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"The role of vitamin D on the risk of SARS-CoV-2 / COVID-19 part II: Requirements of vitamin D in boys, girls and adolescents","Fuentes-Barria, Hector; Aguilera-Eguia, Raul; Gonzalez-Wong, Catalina; Herrera-Serna, Brenda; Lopez-Soto, Olga",,,,REVISTA CHILENA DE NUTRICION,OCT 2021,2021,48.0,5.0,,,,789,797,,10.4067/S0717-75182021000500789,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The role of vitamin D on the risk of SARS-CoV-2/COVID-19 part I: Narrative review,"Fuentes-Barria, Hector; Aguilera-Eguia, Raul; Gonzalez-Wong, Catalina; Urbano-Cerda, Sebastian; Vera-Aguirre, Valentina; Herrera-Serna, Brenda; Olga-Lopez-Soto",,,,REVISTA CHILENA DE NUTRICION,AUG 2021,2021,48.0,4.0,,,,630,639,,10.4067/S0717-75182021000400630,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Frequency of Vitamin D Deficiency in Patients of Asthma,"Alvi, Souhaib; Syed, Jabbar Ghufran; Nusrat, Baakh; Razvi, Syed Kumail Abbas; Shah, Zunaira Z.; Khan, Yusra Shafaat; Khan, Muhammad Danish; Khan, Muhammad Ali",,,,CUREUS JOURNAL OF MEDICAL SCIENCE,MAY 3 2021,2021,13.0,5.0,,,,,,e14828,10.7759/cureus.14828,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Reply to: Vitamin D Insufficiency May Account for Almost Nine of Ten COVID-19 Deaths: Time to Act. Comment on: Vitamin D Deficiency and Outcome of COVID-19 Patients. <i>Nutrients</i> 2020, <i>12</i>, 2757","Radujkovic, Aleksandar; Merle, Uta",,,,NUTRIENTS,DEC 2020,2020,12.0,12.0,,,,,,3643,10.3390/nu12123643,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Covid-19 Susceptibility and Severity Might be Modified by Vitamin D Status: Theoretical and Practical Considerations,"Tanner, Alex; Tiwari, Divya; Allen, Stephen",,,,CURRENT RESPIRATORY MEDICINE REVIEWS,2020,2020,16.0,2.0,,,,93,101,,10.2174/1568009620999200924155221,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Analysis of dermatologic conditions in Turkey and Italy by using Google Trends analysis in the era of theCOVID-19 pandemic,"Kutlu, Omer",,,,DERMATOLOGIC THERAPY,NOV 2020,2020,33.0,6.0,,,,,,e13949,10.1111/dth.13949,,,24,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,4,0,3
Skin and eye protection against ultraviolet C from ultraviolet germicidal irradiation devices during the COVID-19 pandemic,"Lyons, Alexis B.; Narla, Shanthi; Torres, Angeli E.; Parks-Miller, Angela; Kohli, Indermeet; Ozog, David M.; Lim, Henry W.; Hamzavi, Iltefat H.",,,,INTERNATIONAL JOURNAL OF DERMATOLOGY,APR 2021,2021,60.0,4.0,,,,391,393,,10.1111/ijd.15255,,,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,3
Vitamin D Update,"Matsui, Mary S.",,,,CURRENT DERMATOLOGY REPORTS,DEC 2020,2020,9.0,4.0,,,,323,330,,10.1007/s13671-020-00315-0,,,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,3
Valorization of <i>Aloe barbadensis</i> Miller. (<i>Aloe vera</i>) Processing Waste,"Semerel, Jeltzlin; John, Nigel; Dehaen, Wim; Fardim, Pedro",,,,JOURNAL OF RENEWABLE MATERIALS,2023,2023,11.0,3.0,,,,1031,1061,,10.32604/jrm.2022.023449,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
Vitamin D Status in Japanese Young Women in 2016-2017 an 2020: Seasonal Variation and the Effect of Lifestyle Including Changes Caused by the COVID-19 Pandemic,"Tsugawa, Naoko; Kuwabara, Akiko; Ogasawara, Honami; Nishino, Mayu; Nakagawa, Kimie; Kamao, Maya; Hasegawa, Hiroshi; Tanaka, Kiyoshi",,,,JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,2022,2022,68.0,3.0,,,,172,180,,,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
An Added Benefit of Masks During the COVID-19 Pandemic: Ultraviolet Protection,"Doyon, Valerie C.; Khosravi-Hafshejani, Touraj; Richer, Vincent",,,,JOURNAL OF CUTANEOUS MEDICINE AND SURGERY,JAN 2022,2022,26.0,1.0,,,,63,70,12034754211034478,10.1177/12034754211034478,,,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3
An analysis of public sunscreen distribution in the United States during the COVID-19 pandemic,"Szeto, Mindy D.; Kokoska, Ryan E.; Maghfour, Jalal; Rundle, Chandler W.; Presley, Colby L.; Harp, Taylor; Hamp, Austin; Wegener, Victoria; Hugh, Jeremy; Dellavalle, Robert P.",,,,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,MAY 2022,2022,86.0,5.0,,,,E241,E243,,10.1016/j.jaad.2022.01.020,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
A case report of hydroxychloroquine-induced auditory and visual hallucination,"Ganjei, Zakiye; Bahmani, Kiumars",,,,INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,MAR 2021,2021,59.0,3.0,,,,254,256,,10.5414/CP203789,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
Nutritional Approaches of the Changing Consumer after the Pandemic: Sustainable Potential of Phytoene and Phytofluene for Photoprotection and Skin Health,"So, Bohee; Kwon, Ki Han",,,,SUSTAINABILITY,MAR 2023,2023,15.0,5.0,,,,,,4416,10.3390/su15054416,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Estimation of the riverine input of organic ultraviolet filters (OUVFs) from the Pearl River Estuary to the South China Sea during the early Covid-19 pandemic,"Sun, Jiaji; Lin, Huiju; Lu, Yichun; Ruan, Yuefei; Lam, Jason C. H.; Lam, Paul K. S.; Wang, Tieyu; Khim, Jong Seong; He, Yuhe",,,,SCIENCE OF THE TOTAL ENVIRONMENT,JAN 10 2024,2024,907.0,,,,,,,168147,10.1016/j.scitotenv.2023.168147,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assessment of sunscreen effects in photosensitivity under UV exposure during COVID-19 pandemic,"Mumtaz, Sara; Ali, Atif; Sharif, Hajra Muhammad; Aljowaie, Reem M.; Alsaleh, Asma N.; Khan, Hira; Naeem, Muhammad; Abbasi, Arshad Mehmood",,,,JOURNAL OF KING SAUD UNIVERSITY SCIENCE,DEC 2023,2023,35.0,10.0,,,,,,102970,10.1016/j.jksus.2023.102970,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Should Consumers Transfer Inorganic Sunscreens Into Travel-Size Containers? Evaluation of Inorganic Sunscreen Emulsion Performance, Quality, and Stability in a 12-Week Study","Perkins, Ava M.; Bougouma, Nongdo; Baki, Gabriella",,,,JOURNAL OF COSMETIC SCIENCE,SEP-OCT 2023,2023,74.0,5.0,,,,301,314,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Analysis of sunscreens and antibiotics in groundwater during the Covid-19 pandemic in the Riviera Maya, Mexico","Cooney, Jacqueline; Lenczewski, Melissa; Leal-Bautista, Rosa Maria; Tucker, Kevin; Davis, Megan; Rodriguez, Jasmine",,,,SCIENCE OF THE TOTAL ENVIRONMENT,OCT 10 2023,2023,894.0,,,,,,,164820,10.1016/j.scitotenv.2023.164820,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dermatologists Should Encourage and Resume Photoprotection in Patients with Photodermatoses and Melasma Following the COVID-19 Pandemic,"Chaisuwannarak, Kornkanok; Rujitharanawong, Chuda; Chaiyabutr, Chayada; Wongpraprarut, Chanisada; Silpa-archa, Narumol",,,,CLINICAL COSMETIC AND INVESTIGATIONAL DERMATOLOGY,2023,2023,16.0,,,,,2937,2946,,10.2147/CCID.S432108,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Exposure to solar UV radiation of Polish teenagers after the first COVID-19 lockdown in March-April 2020,"Czerwinska, A.; Krzyscin, J.",,,,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,OCT 2022,2022,66.0,10.0,,,,2021,2032,,10.1007/s00484-022-02337-8,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Public sunscreen dispenser distribution in the United States: Continued COVID-19 trends during 2021,"Szeto, M. D.; Kokoska, R.; Maghfour, J.; Rundle, C.; Presley, C.; Harp, T.; Hamp, A.; Wegener, V.; Hugh, J.; Dellavalle, R.",,,,JOURNAL OF INVESTIGATIVE DERMATOLOGY,AUG 2022,2022,142.0,8.0,,S,,S61,S61,,,Annual Meeting of the Society-for-Investigative-Dermatology (SID),"MAY 18-21, 2022",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"THE EFFICACY, EQUITY AND EXTERNALITIES OF AUSTRALIA'S COVIDSAFE APP AS A POLICY INTERVENTION DURING THE COVID-19 PANDEMIC: WAS IT SUNSCREEN OR TANNING LOTION?","Selby, John",,,,UNIVERSITY OF NEW SOUTH WALES LAW JOURNAL,NOV 2021,2021,44.0,4.0,,,,1584,1618,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Public sunscreen dispensers and consumer sunscreen trends during the COVID-19 pandemic,"Maghfour, J.; Rundle, C.; Szeto, M. D.; Presley, C. L.; Eason, C.; Dunnick, C.; Hugh, J.; Dellavalle, R.",,,,JOURNAL OF INVESTIGATIVE DERMATOLOGY,MAY 2021,2021,141.0,5.0,,S,,S68,S68,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Food Ingredients and Active Compounds against the Coronavirus Disease (COVID-19) Pandemic: A Comprehensive Review,"Galanakis, Charis M.; Aldawoud, Turki M. S.; Rizou, Myrto; Rowan, Neil J.; Ibrahim, Salam A.",,,,FOODS,NOV 2020,2020,9.0,11.0,,,,,,1701,10.3390/foods9111701,,,143,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,55,26,2,4
"Vitamin D, infections and immunity","Ismailova, Aiten; White, John H.",,,,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,APR 2022,2022,23.0,2.0,,,SI,265,277,,10.1007/s11154-021-09679-5,,,88,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,50,3,4
Impact of Vitamin D Deficiency on COVID-19-A Prospective Analysis from the CovILD Registry,"Pizzini, Alex; Aichner, Magdalena; Sahanic, Sabina; Boehm, Anna; Egger, Alexander; Hoermann, Gregor; Kurz, Katharina; Widmann, Gerlig; Bellmann-Weiler, Rosa; Weiss, Gunter; Tancevski, Ivan; Sonnweber, Thomas; Loeffler-Ragg, Judith",,,,NUTRIENTS,SEP 2020,2020,12.0,9.0,,,,,,2775,10.3390/nu12092775,,,83,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,26,7,0,4
Nutritional perspectives for the prevention and mitigation of COVID-19,"Akhtar, Saeed; Das, Jai K.; Ismail, Tariq; Wahid, Muqeet; Saeed, Wisha; Bhutta, Zulfiqar A.",,,,NUTRITION REVIEWS,MAR 2021,2021,79.0,3.0,,,,289,300,,10.1093/nutrit/nuaa063,,,50,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,26,9,0,4
Dietary Supplements and Nutraceuticals under Investigation for COVID-19 Prevention and Treatment,"Lordan, Ronan; Rando, Halie M.; Greene, Casey S.",COVID-19 Review Consortium,,,MSYSTEMS,MAY-JUN 2021,2021,6.0,3.0,,,,,,e00122-21,10.1128/mSystems.00122-21,,,48,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,20,13,2,4
The Role of Nutrition in COVID-19 Susceptibility and Severity of Disease: A Systematic Review,"James, Philip T.; Ali, Zakari; Armitage, Andrew E.; Bonell, Ana; Cerami, Carla; Drakesmith, Hal; Jobe, Modou; Jones, Kerry S.; Liew, Zara; Moore, Sophie E.; Morales-Berstein, Fernanda; Nabwera, Helen M.; Nadjm, Behzad; Pasricha, Sant-Rayn; Scheelbeek, Pauline; Silver, Matt J.; Teh, Megan R.; Prentice, Andrew M.",,,,JOURNAL OF NUTRITION,JUL 2021,2021,151.0,7.0,,,,1854,1878,,10.1093/jn/nxab059,,,45,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,14,1,4
Vitamin D and COVID-19: evidence and recommendations for supplementation,"Griffin, George; Hewison, Martin; Hopkin, Julian; Kenny, Rose; Quinton, Richard; Rhodes, Jonathan; Subramanian, Sreedhar; Thickett, David",,,,ROYAL SOCIETY OPEN SCIENCE,DEC 1 2020,2020,7.0,12.0,,,,,,201912,10.1098/rsos.201912,,,38,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,6,1,4
The association between interferon lambda 3 and 4 gene single-nucleotide polymorphisms and the recovery of COVID-19 patients,"Rahimi, Pooneh; Tarharoudi, Rahil; Rahimpour, Alireza; Amroabadi, Jalal Mosayebi; Ahmadi, Iraj; Anvari, Enayat; Siadat, Seyed Davar; Aghasadeghi, Mohammadreza; Fateh, Abolfazl",,,,VIROLOGY JOURNAL,NOV 14 2021,2021,18.0,1.0,,,,,,221,10.1186/s12985-021-01692-z,,,32,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,4
